	sample_FHS_1020_CVD_BC_12_fastq	sample_FHS_1066_No_CVD_BC_11_fastq	sample_FHS_1095_No_CVD_BC_13_fastq	sample_FHS_1120_No_CVD_BC_01_fastq	sample_FHS_1579_CVD_BC_10_fastq	sample_FHS_1610_CVD_BC_04_fastq	sample_FHS_172_CVD_BC_14_fastq	sample_FHS_216_N0_CVD_BC_03_fastq	sample_FHS_21_No_CVD_BC_01_fastq	sample_FHS_2303_No_CVD_BC_07_fastq	sample_FHS_2616_No_CVD_BC_05_fastq	sample_FHS_2768_CVD_BC_02_fastq	sample_FHS_2918_No_CVD_BC01_fastq	sample_FHS_2938_CVD_BC_04_fastq	sample_FHS_3132_N0_CVD_BC_05_fastq	sample_FHS_3170_No_CVD_BC_07_fastq	sample_FHS_320_No_CVD_BC_07_fastq	sample_FHS_3392_CVD_BC_02_fastq	sample_FHS_3464_No_CVD_BC_03_fastq	sample_FHS_3713_CVD_BC_06_fastq	sample_FHS_4043_CVD_BC_04_fastq	sample_FHS_4820_No_CVD_BC_13_fastq	sample_FHS_4912_CVD_BC_02_fastq	sample_FHS_500_No_CVD_BC_09_fastq	sample_FHS_5237_CVD_BC_06_fastq	sample_FHS_543_CVD_BC_16_fastq	sample_FHS_590_N0_CVD_BC_15_fastq	sample_FHS_6077_No_CVD_BC_09_fastq	sample_FHS_6136_CVD_BC_08_fastq	sample_FHS_6355_CVD_BC_08_fastq	sample_FHS_6684_CVD_BC_16_fastq	sample_FHS_6758_CVD_BC_14_fastq	sample_FHS_676_CVD_BC_06_fastq	sample_FHS_6926_No_CVD_BC_03_fastq	sample_FHS_7138_CVD_BC_12_fastq	sample_FHS_7226_No_CVD_BC_15_fastq	sample_FHS_728_CVD_BC_08_fastq	sample_FHS_7326_No_CVD_BC_11_fastq
hsa-miR-148a-3p	1509.66083834076	1757.97193672587	609.419288250137	505.946228252473	1080.79995449263	1874.45518128407	1397.37505045303	944.056164409461	1834.11210315491	972.795276911207	1197.38027709073	1129.23606683795	1460.24433384065	1038.88514637729	1371.12796261578	520.209654305962	1238.20850779583	1422.95913632567	933.326951610587	827.97449838545	1154.36052650102	1500.09803072237	891.373319232512	1599.26890564313	571.758402125852	1130.96957939489	2507.48880885867	1521.74785191457	913.82088054301	1906.51099742009	2026.16925098996	1248.0834480165	970.743208686002	992.034546144195	1620.88241383444	1128.34191223569	802.150241543002	2057.09375083922
hsa-miR-26a-5p	1420.46862250881	4190.85083270663	4465.61708241164	3585.14585396107	2417.57884557563	3628.09768355628	2608.24785313644	5983.85399270216	2679.70924162244	3384.28395185968	3259.53519874698	4053.49173687807	3169.86137962239	1899.21190822099	3642.35013198273	2522.5260595591	3169.9999767254	3523.02684718313	1663.23649069066	2064.41641597439	3106.44987212876	2826.93245911207	1405.0460794682	1675.42456781662	3114.72196205702	1551.98745201635	2698.21502698215	6224.64041789963	2899.92869027811	4418.95766571091	3332.10959810106	2855.71411450132	3670.70853275046	3807.66200799463	2688.7578864783	2659.0765005962	1849.73451221483	3743.58836640975
hsa-miR-199a-3p|hsa-miR-199b-3p	1418.81691480822	4509.02125635537	5404.38211367355	3041.11765153906	2612.61041631114	2027.79435079913	4072.42967890994	3307.34763072153	2509.00183808204	3201.65188837826	3561.90395558808	2059.19518070449	2118.38262514911	3692.91204376304	4337.24151439684	2934.76767240533	1957.3935245419	3663.94792107045	4535.01172641555	4388.26484144288	4199.80760657892	2831.49202759451	4033.84197008612	3251.84677480771	6371.02219511664	3516.7375242498	4100.61368965479	2441.71359875383	3512.66407838787	2157.6307290593	3929.03082972051	2706.93595513512	4593.87525995515	5179.00388060572	2688.7578864783	2872.59098180528	2633.9261662606	4162.52651932218
hsa-miR-130a-3p	1410.55837630526	1658.34281416919	2002.00719374087	2056.42660515521	743.557863429143	2304.73418422632	1380.67335662292	3958.35565330829	1290.23037559599	1654.87012623975	1034.10114839654	1866.0263335713	2037.82924053583	1818.04900616026	1347.8094598502	932.451267152196	1375.5286242619	969.262020395748	1471.784808309	1451.71528716916	1590.76511578799	1167.24953150434	906.481341592386	982.408042037925	2570.19015050859	1246.54311305568	2227.00907632414	1790.12883670677	1378.65462324697	1336.80653161173	1373.19907743442	1425.79069392613	2754.8612642352	2708.643344129	1111.46222662933	898.403240164373	730.315891554076	1417.94451754975
hsa-miR-335-5p	1382.4793453952	1867.2425872719	3080.80899762197	2355.64211648732	1966.56833824975	1717.39869856865	3251.2630655959	2288.92656150545	1865.87162009266	2527.03140898773	2358.47630336053	1962.99251375278	1258.00392140732	3189.70205098654	2886.83064237811	1491.92202744351	1480.2643063123	2399.09535544763	3326.47298138132	3587.88949300362	3983.95157316816	2047.24624861503	1858.28675026439	1256.56842586246	3833.50395330095	2699.46753621992	2765.53016279044	2454.85596656582	2852.38887568338	2000.21238982278	3354.5291748755	2248.20329708932	3082.40704058731	6496.8536943561	2473.54828867507	3017.12386139297	1789.87255389073	2293.41783709751
hsa-miR-29c-3p	1299.06810651533	1589.24519691214	1103.4379027678	631.072714809536	841.073648796899	3325.13665772653	1750.89423652382	2304.68183794753	1405.35862449532	1533.73661474698	1215.52240250119	1721.72233314373	2830.0803477164	1176.86207988053	1296.50875376594	917.728352407687	1871.27751930046	1682.46013824014	1029.05279280142	637.540363756796	1302.17498416274	1044.14118247849	891.373319232512	1180.41276368898	971.989283613949	912.20539067982	1797.87508554632	2084.1028535539	750.072630272297	2018.95266830332	1593.1911745336	1874.19153534928	1748.43569443822	1045.52660500491	1652.21039326149	1684.30077292242	1101.46003316352	2376.66836748395
hsa-let-7g-5p	1199.13979062953	1488.0091530239	1141.04036948962	1153.33978913467	780.126282942051	1643.98176286144	1144.06602736294	1722.05171511939	1238.62116057215	879.615652685996	2013.77592056168	1181.53672307757	1262.28867590803	884.675632461914	1375.79166316889	1275.98594452406	1187.00439657119	1773.54327136243	682.04661848466	982.529738084067	1304.52124539546	784.245778979477	1057.56156519112	1203.25946234103	849.469626015552	875.05675486028	1357.52190546711	1300.4027098179	760.637033515569	1414.26634933128	1297.53300582068	913.332589442536	1066.8111039848	914.227915074062	1735.29764304628	1706.47343058644	838.067416537465	1514.62255283723
hsa-miR-26b-5p	1184.27442132421	973.794326924931	718.336778065055	919.407662093203	646.042078061386	1450.68147644246	1230.35811215187	1588.76207641939	936.905749663548	868.43409777897	1372.75415605856	1260.56034235933	1281.14159571113	495.093702570429	965.386014494781	736.145737225418	1177.69455816671	1089.56049810444	287.177523572488	563.022658902106	816.498908988527	834.401032286304	740.293095633781	685.400959561343	707.89135501296	916.333016881991	1088.26136223396	1053.46453566631	443.704936217415	1149.40374680634	994.86871936575	859.60714300474	913.10247150672	685.670936305547	1283.08507044709	1309.0080117203	592.633387408636	1025.8613744394
hsa-miR-27a-3p	1149.58855961178	2199.87530290467	1813.99486013179	1528.71924880586	2112.84201630139	4469.13979513887	2506.64588233657	3171.22204226195	1296.18528502181	2789.79794930283	1557.19909773163	1851.13782559067	3215.70825277995	1318.8971584868	1746.55585714152	1128.75679707897	2553.80504732889	1866.34495416628	1657.25362561624	1233.68200259432	1893.4328148096	1935.53682079528	1556.12630306693	1523.11324346965	1383.11080133301	1419.90341354687	3267.58888402724	3320.52298323449	1655.97020838285	2689.85463790659	1668.85724614734	2942.50137413161	3304.27813211074	1434.55976035558	1665.83125388195	2125.29029757349	1801.84494555555	3421.32824878481
hsa-let-7f-5p	1138.02660570764	1227.6878973113	1076.20853031407	1321.98853188549	926.399960993686	1297.3423069274	868.488079166029	1603.88714180379	1274.35061712711	1215.06229989676	1366.70678092174	999.820574391003	1084.89983957879	1201.21095049875	1226.55324546921	1060.0498616046	920.51027224295	1677.30448919548	825.635380270904	921.811608202467	1318.59881279182	989.426360689224	1223.74981114972	662.554260909299	1143.5168042517	685.185949560408	1135.94291676483	1199.4139887363	834.587856218472	1046.95689111274	1277.91587614305	776.952610023515	1057.20431445492	919.090829515946	1283.08507044709	1276.15962999583	867.998395699517	1321.26648226227
hsa-miR-142-5p	1109.94757479758	2526.08033321121	2621.7995762591	1947.62096467081	2092.52622768311	1735.05593627038	2794.75010090607	2207.62933506431	1603.85560535624	2862.47805619849	2322.1920525396	1443.04000427567	1468.81384284206	1704.42094327525	2145.30225443285	1825.64142831904	1546.59690494422	2471.27444207285	1507.68199875556	2588.80026495184	2975.05924309613	2042.68668013259	1284.18190058921	1028.10143934202	3027.59687220927	2146.36562512899	2541.14637676282	1962.36302540074	1468.45205081478	1627.90552400942	2045.7863806676	2239.9378437912	2317.5236075416	4473.88128653264	2636.99861612056	1997.18160884804	1568.38330809154	2481.40290571206
hsa-miR-144-5p	1063.69975918102	739.183812517274	541.994175507568	195.850152871925	446.947349602217	1110.54731860906	640.231596821111	908.764345179201	1115.55303243838	711.892329080615	816.395643470951	871.168595173833	955.500253657466	982.071114934786	606.281071904935	480.948548320606	679.618203527032	955.513622943326	358.97190446561	281.511329451053	835.268998850332	528.909943962903	483.456715515939	616.860863605209	462.852039816166	718.206959177777	650.712979480103	607.315733627722	332.778702163062	762.104658208554	891.178176783968	309.954498679594	517.851702277358	194.516577675332	1092.39302176069	1213.74770471933	359.171749944628	698.230254854043
hsa-miR-29a-3p	1010.84511276208	2569.46720916331	1679.14463464665	739.878355293938	2488.68410573962	4684.27929661	3235.95317958496	3202.41748961727	2358.14413262774	2804.70668917886	2125.65236059288	2392.85046211638	3172.86070777289	2211.68908115479	2392.47838374794	1217.09428554602	2891.28668949129	2263.32993060496	2441.00895036615	1040.48795297105	1832.43002275873	2138.43761826381	1359.72201238858	1778.23471175082	1543.7476857398	1267.18124406654	2067.13562877946	3314.98935468207	1769.53754324803	2864.76390372494	2532.01095196325	3735.98489075137	2354.12090098877	1738.49191297328	2834.50109511719	2717.38237815714	1861.70690387965	4009.45296345033
hsa-miR-30b-5p	936.518266235461	1927.23431698344	2420.8208748149	3037.49079685624	1139.71574148565	1908.53055228742	1820.48462748264	2594.26381895297	1863.22499368118	2014.54347574907	2015.79171227395	2006.51276784998	1509.94748604884	1616.49446604279	2238.57626549514	1452.66092145816	1238.20850779583	1943.1068399423	873.498300866319	1333.03894240057	1935.66551699866	1563.93198947652	1306.84393412902	1384.76379052116	2054.70003557608	1591.88783863733	2002.62529029652	2261.29425115941	1579.37828486913	1637.27566324969	1950.50317937623	1505.00128803314	1429.27679783442	2540.87279588403	2518.04310003523	1756.56721271627	1131.39101232558	1904.91536196077
hsa-miR-18a-5p	866.320688960316	729.542284527919	531.621081239481	660.994265942746	166.589466669917	857.770020984233	481.56550543501	993.527732437593	396.993961721842	421.171901497956	495.884761219393	703.577441238113	712.9831489175	154.20951391538	547.984814990999	372.980506860878	721.512476347192	512.127805102718	251.280333125927	292.550989429526	506.792426268741	344.247420424131	400.362592536637	335.084913563323	386.617586199386	425.145498823627	597.421830298543	855.637314917417	382.959617568603	822.073549346277	703.414221298037	336.817221898492	692.146312319472	418.210642001965	486.264724150331	689.816016213961	272.371910374676	639.14923328947
hsa-miR-16-2-3p	858.888004307654	488.504084794025	298.226460207514	179.529306799264	264.105252037674	856.840692684142	420.325961391251	484.002092300712	404.933840956279	335.446647210761	616.83226395583	765.803769464815	667.564751210015	357.116769067195	186.548022124595	372.980506860878	394.504402389835	556.810096823089	347.006174316757	171.114729666326	225.241078341663	264.454971981452	287.052424837589	441.702840606199	332.164405044543	231.147067321583	403.890814849719	457.907762712474	190.159258378892	453.514739229025	369.923016778251	74.3890796831025	408.974754272048	282.049037629232	937.115210687472	533.786203022708	167.613483307493	322.260117624943
hsa-miR-145-5p	820.898727194046	2477.87269326443	975.070861200219	631.072714809536	1487.11572685829	3629.95634015646	2160.08573536166	2365.18209948512	1298.17025483042	3056.29167458693	1312.28040469034	1507.17511557682	2656.5477904378	1193.09466029267	1445.74717146561	579.101313283995	2637.01172806893	1010.50721275301	3769.20499688891	883.172798277813	1027.66241993384	829.841463803866	1752.53059374528	1302.26182316655	1982.09579403629	668.675444751723	1879.21420798133	1423.52594510917	956.078493516098	1584.17820755483	1476.8896200162	2149.01785751185	2491.36075141563	1288.67232709908	1868.78207712676	1202.25077111576	1598.31428725359	4651.28769772001
hsa-miR-25-3p	777.954326978663	353.522692943044	129.663678351093	130.566768581283	284.421040655956	478.604074546999	400.840651922783	377.496423552248	262.016014736416	275.811687706626	435.411009851174	454.290371716416	557.875035991938	438.279671127921	410.40564867411	353.3499538682	333.990452760716	690.856971984203	490.594936103001	182.154389644799	244.011168203468	355.646341630228	241.728357757969	403.625009519458	250.484633312278	173.360300491188	415.1100041511	338.243045266465	195.441460000528	322.332789865257	397.9474877463	152.910886015266	363.228137463094	160.476176582149	762.768194745617	586.343613781867	275.365008290881	349.115127427021
hsa-miR-151a-5p|hsa-miR-151b	775.476765427776	1904.20177789776	1963.10809023555	2048.26618211888	847.168385382384	1313.14088802895	1807.95835711005	2466.22593906699	869.416776170834	1209.47152244324	964.556334323087	1948.48576238705	1486.80981174503	1148.45506415927	1627.63149303709	947.174181896704	1060.73971321043	1574.19150830231	1304.26458622505	1184.00353269119	1433.56561319537	1203.72607936385	1050.00755401118	605.437514279187	1679.88063862691	1246.54311305568	1825.92305879977	2070.96048574191	1405.06563135515	1303.69870629611	1391.41498356365	969.124399204863	2098.8547791948	2030.26677948628	1129.16934543592	1271.23237273716	700.384912392024	1092.9988989446
hsa-miR-23b-3p	685.458695745531	1733.86811675248	1943.65853848288	2094.50857932475	1308.3367870174	1685.3368722155	1849.71259168534	1909.22439925131	1220.75643229466	1902.72792667882	1508.82009663705	1250.25291375736	1527.08650405166	961.780389419604	1741.89215658841	1403.58453897646	1316.17840443335	1306.09775798009	1346.14464174604	1247.48157756741	1654.11416907158	1326.8344283897	1299.28992294909	990.023608255274	1399.44675567947	1197.01159862963	1632.39204335095	1642.79597649868	1336.39701027388	1597.29640249121	2062.60106324843	1589.03339656405	1808.82122862604	1933.00849064862	1694.43506118491	1293.40503040118	1682.12102890734	2049.0372478986
hsa-miR-376a-3p	667.289911039023	1263.0401666056	963.40113014862	913.967380068983	402.252614641995	622.649961061144	537.237818202063	643.445489894566	103.218430047679	592.622410072345	483.790010945749	253.486392285462	978.63792796128	219.13983556396	951.394912835437	637.992972262029	292.096179940557	656.485978353148	550.423586847269	369.828609278834	656.953145163183	246.216698051696	226.620335398096	327.469347345975	419.289494892292	742.972716390804	280.479732534527	791.308882995574	433.140532974144	515.982334164152	126.110119356222	202.503605804001	1017.40475783113	1726.33462686857	563.903629686938	303.847530951388	335.226966614986	639.14923328947
hsa-miR-200c-3p	632.604049326599	617.057791318768	749.456060869317	756.199201366599	1381.47362604322	525.999817851653	1208.08918704505	383.168323071397	877.356655405271	1531.87302226248	1149.00127599615	314.567450667501	375.344494261857	1598.9091705963	1254.5354487879	1629.33589839226	404.977970594875	625.552084085199	1782.8937921792	921.811608202467	1046.43250979564	939.271107382397	2810.0921589364	2079.04957733607	1236.08721221494	1403.39290873818	1037.77501037775	311.266606073434	1410.34783297678	565.956410112254	1059.32500259226	1504.3125002583	398.910498574078	719.71133739873	770.940711117891	1392.77138511771	1514.50754559985	1745.57563713511
hsa-miR-197-3p	622.693803123049	899.875945673204	1138.4470959226	930.288226141643	1048.29469270338	659.823093064795	1430.77843811327	1055.60352161939	543.881727558924	1032.43023641534	798.253518060486	638.297060092309	630.715862503942	762.931279370825	1245.20804768167	608.547142773012	918.18281264183	811.155449692895	478.629205954147	1015.64871801949	854.039088712137	857.198874698499	694.969028554162	548.320767649075	1018.27448759557	643.909687538697	611.445816925269	1055.53964637347	723.661622164118	754.608546816339	773.475398718161	1413.39251397895	1006.42556979699	953.131230609129	1040.63375140295	1134.91158858059	688.412520727203	1122.53940972688
hsa-miR-4433b-5p	599.569895314766	494.931770120262	1216.24530293325	962.929918286964	325.052617892521	246.271999524184	935.294854486492	834.399440372581	258.046075119197	510.624340754159	465.647885535283	897.891558215975	533.023459887842	413.930800509703	783.501692923301	490.763824816945	725.003665748872	525.87620255514	382.903364763318	1501.39375707228	919.734403228455	533.469512445342	60.4320894394924	45.6933973040896	1677.15797956917	264.168076938952	112.191893013811	495.259755441286	934.949687029554	752.109843018934	1639.43155163088	590.979910815759	1209.54054842874	826.695455120163	362.314892504168	658.610053575711	484.881862425247	408.196148991594
hsa-miR-424-5p	586.356233710033	906.303630999441	484.942157033088	179.529306799264	1267.70520978083	1090.10209600705	1252.6270372587	673.69562066336	619.310580286074	920.614687345089	308.416131977915	510.026837490027	968.354517159585	884.675632461914	587.626269692476	382.795783357217	549.280465864314	498.379407650296	502.560666251855	253.912179504871	605.335398043218	597.303471199486	377.700558996827	297.007082476582	364.836313737449	421.017872621455	959.240685268083	510.477233960432	301.085492433246	577.200577200577	798.697422589405	1074.50892875593	725.541342590009	461.976871978914	882.631768205642	898.403240164373	520.79903741971	896.957327389424
hsa-miR-221-3p	563.23232590175	1443.01535574024	1060.64888891194	854.124277802561	625.726289443104	1516.66378574894	907.458698102966	1445.07395526762	726.498949950971	1188.9720051137	937.343146207389	566.526816493413	1270.0012340093	1006.419985553	1207.89844325676	549.655483794979	857.66886301271	859.274840776372	2692.28928349208	1115.00565782574	793.03629666127	784.245778979477	800.725185073274	776.787754169522	1257.86848467687	775.993726008173	1127.5285247888	1089.43312125702	919.103082164646	912.02688605286	1034.10297872102	1000.11984907282	1364.16411324301	1064.97826277244	1037.90957927886	727.591655197107	628.550562403098	1289.04047049977
