	sample_SM11_norm1_sequence_fastq	sample_SM12_norm2_sequence_fastq	sample_SM13_norm3_sequence_fastq	sample_SM1_crc1_sequence_fastq	sample_SM2_crc2_sequence_fastq	sample_SM3_crc3_sequence_fastq	sample_SM6_uc1_sequence_fastq	sample_SM7_uc2_sequence_fastq	sample_SM8_uc3_sequence_fastq
hsa-miR-378h	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-939-5p	0	2.51541319434837	0	0	0	0	0	0	0
hsa-miR-141-3p	0	0	14.7965839619826	0	5.22193211488251	12.8369155459326	5.47324404647879	0	5.18868658776404
hsa-miR-4647	0	0	12.3304866349855	0	0	0	0	0	2.59434329388202
hsa-miR-376a-5p	0	0	9.86438930798843	0	10.443864229765	0	0	0	0
hsa-miR-487a-3p	0	0	7.39829198099132	0	0	0	0	0	0
hsa-miR-671-5p	0	0	7.39829198099132	0	0	0	0	0	0
hsa-miR-4511	0	0	7.39829198099132	0	0	0	0	0	0
hsa-miR-330-5p	0	0	7.39829198099132	22.2665078322441	0	0	0	0	0
hsa-miR-6807-5p	0	0	7.39829198099132	0	0	0	0	0	0
hsa-miR-494-3p	0	0	7.39829198099132	0	0	0	5.47324404647879	0	0
hsa-miR-29b-2-5p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-1227-3p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-541-3p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-26b-3p	0	0	4.93219465399421	0	5.22193211488251	0	0	0	0
hsa-miR-138-2-3p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-6891-5p	0	0	4.93219465399421	0	5.22193211488251	0	0	0	0
hsa-miR-6793-5p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-2115-5p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-4429	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-5683	0	0	4.93219465399421	0	5.22193211488251	0	0	0	0
hsa-miR-4754	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-136-3p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-3121-3p	0	0	4.93219465399421	0	0	0	0	0	5.18868658776404
hsa-miR-576-5p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-4685-3p	0	0	4.93219465399421	0	0	0	0	0	0
hsa-miR-548av-3p|hsa-miR-548o-3p	0	0	2.46609732699711	0	5.22193211488251	4.27897184864421	0	5.31219786874621	2.59434329388202
hsa-miR-5009-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-874-3p	0	0	2.46609732699711	0	0	0	0	0	2.59434329388202
hsa-miR-4677-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-4797-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-495-3p	0	0	2.46609732699711	0	5.22193211488251	0	0	0	0
hsa-miR-4491	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-365a-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-1277-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-3605-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-545-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-454-5p	0	0	2.46609732699711	0	5.22193211488251	0	0	0	7.78302988164606
hsa-miR-664a-3p	0	0	2.46609732699711	0	0	4.27897184864421	0	0	0
hsa-miR-3151-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-504-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-4648	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-6882-5p	0	0	2.46609732699711	0	0	0	0	0	5.18868658776404
hsa-miR-3942-5p	0	0	2.46609732699711	0	0	0	0	0	2.59434329388202
hsa-miR-5584-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-6783-5p	0	0	2.46609732699711	0	0	0	0	0	2.59434329388202
hsa-miR-1271-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-4646-5p	0	0	2.46609732699711	11.1332539161221	0	0	0	0	2.59434329388202
hsa-miR-6791-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-205-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-4454	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-299-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-433-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-9-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-1306-5p	0	0	2.46609732699711	0	5.22193211488251	0	5.47324404647879	5.31219786874621	0
hsa-miR-20b-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-6819-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-4732-3p	0	0	2.46609732699711	0	0	0	0	0	12.9717164694101
hsa-miR-1295b-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-6734-3p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-23a-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-29c-5p	0	0	2.46609732699711	0	0	0	0	0	0
hsa-miR-6804-5p	0	0	2.46609732699711	0	0	4.27897184864421	0	0	0
hsa-mir-320b-1	0	0	0.986438930798843	0	0	0	0	0	0
hsa-mir-320a	0	0	0.986438930798843	0	0	0	0	0	0
hsa-mir-320b-2	0	0	0.986438930798843	0	0	0	0	0	0
hsa-let-7b-3p	0	0	0	44.5330156644883	0	0	0	0	10.3773731755281
hsa-miR-4672	0	0	0	22.2665078322441	0	0	0	0	0
hsa-miR-551a	0	0	0	11.1332539161221	0	0	0	0	0
hsa-miR-6736-5p	0	0	0	11.1332539161221	0	0	0	0	0
hsa-miR-4707-3p	0	0	0	11.1332539161221	0	0	0	0	0
hsa-miR-1273c	0	0	0	11.1332539161221	0	0	0	0	10.3773731755281
hsa-miR-6884-5p	0	0	0	0	15.6657963446475	0	0	0	7.78302988164606
hsa-miR-337-5p	0	0	0	0	10.443864229765	0	0	0	0
hsa-miR-369-5p	0	0	0	0	10.443864229765	4.27897184864421	0	0	0
hsa-miR-136-5p	0	0	0	0	10.443864229765	0	0	0	2.59434329388202
hsa-miR-3187-3p	0	0	0	0	10.443864229765	0	0	0	2.59434329388202
hsa-miR-380-5p	0	0	0	0	10.443864229765	0	0	0	2.59434329388202
hsa-miR-4772-5p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-4306	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-6890-5p	0	0	0	0	5.22193211488251	0	0	0	2.59434329388202
hsa-miR-4746-5p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-2115-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-590-5p	0	0	0	0	5.22193211488251	4.27897184864421	0	0	0
hsa-miR-3667-5p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-3164	0	0	0	0	5.22193211488251	0	0	0	7.78302988164606
hsa-miR-765	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-186-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-365a-3p|hsa-miR-365b-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-671-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-6718-5p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-16-1-3p	0	0	0	0	5.22193211488251	0	0	0	5.18868658776404
hsa-miR-550a-3p	0	0	0	0	5.22193211488251	4.27897184864421	0	0	7.78302988164606
hsa-miR-3180|hsa-miR-3180-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-369-3p	0	0	0	0	5.22193211488251	4.27897184864421	5.47324404647879	0	5.18868658776404
hsa-miR-1276	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-6128	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-6507-5p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-6853-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-539-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-6868-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-146b-3p	0	0	0	0	5.22193211488251	4.27897184864421	0	0	0
hsa-miR-548q	0	0	0	0	5.22193211488251	0	0	0	5.18868658776404
hsa-miR-6774-5p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-3175	0	0	0	0	5.22193211488251	0	5.47324404647879	10.6243957374924	5.18868658776404
hsa-miR-3064-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-4701-5p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-324-5p	0	0	0	0	5.22193211488251	0	0	10.6243957374924	7.78302988164606
hsa-miR-124-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-18a-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-miR-7850-5p	0	0	0	0	5.22193211488251	0	5.47324404647879	0	0
hsa-miR-219a-1-3p	0	0	0	0	5.22193211488251	0	0	0	0
hsa-mir-215	0	0	0	0	2.61096605744125	2.1394859243221	0	0	1.29717164694101
hsa-miR-378i	0	0	0	0	2.61096605744125	4.27897184864421	0	0	0
hsa-miR-3614-5p	0	0	0	0	0	8.55794369728842	0	15.9365936062386	0
hsa-miR-4669	0	0	0	0	0	8.55794369728842	5.47324404647879	0	0
hsa-miR-301b-3p	0	0	0	0	0	8.55794369728842	5.47324404647879	0	0
hsa-miR-1287-5p	0	0	0	0	0	4.27897184864421	0	5.31219786874621	0
hsa-miR-6829-5p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-6516-3p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-6514-5p	0	0	0	0	0	4.27897184864421	0	0	5.18868658776404
hsa-miR-3200-5p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-6842-5p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-574-5p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-4489	0	0	0	0	0	4.27897184864421	0	0	5.18868658776404
hsa-miR-6741-3p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-5697	0	0	0	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-4660	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-1910-3p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-4632-5p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-4654	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-3198	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-3677-3p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-1260b	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-5194	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-592	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-3173-5p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-582-5p	0	0	0	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-30d-3p	0	0	0	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-6877-5p	0	0	0	0	0	4.27897184864421	0	0	2.59434329388202
hsa-miR-4745-5p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-561-5p	0	0	0	0	0	4.27897184864421	0	0	0
hsa-miR-18b-5p	0	0	0	0	0	2.1394859243221	5.47324404647879	0	2.59434329388202
hsa-miR-454-3p	0	0	0	0	0	0	16.4197321394364	0	0
hsa-miR-6129	0	0	0	0	0	0	16.4197321394364	0	0
hsa-miR-1260a	0	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-4681	0	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-6855-3p	0	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-508-3p	0	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-1278	0	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-340-3p	0	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-153-3p	0	0	0	0	0	0	5.47324404647879	0	2.59434329388202
hsa-miR-499a-5p	0	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-4646-3p	0	0	0	0	0	0	5.47324404647879	0	0
hsa-let-7f-2-3p	0	0	0	0	0	0	5.47324404647879	0	0
hsa-miR-937-3p	0	0	0	0	0	0	5.47324404647879	0	0
hsa-let-7b	0	0	0	0	0	0	1.8244146821596	0	0.864781097960673
hsa-miR-885-5p	0	0	0	0	0	0	0	21.2487914749849	0
hsa-miR-377-3p	0	0	0	0	0	0	0	10.6243957374924	0
hsa-miR-4520-3p	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-4677-3p	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-191-3p	0	0	0	0	0	0	0	5.31219786874621	5.18868658776404
hsa-miR-204-3p	0	0	0	0	0	0	0	5.31219786874621	2.59434329388202
hsa-miR-6803-3p	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-5187-3p	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-4512	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-1277-5p	0	0	0	0	0	0	0	5.31219786874621	2.59434329388202
hsa-miR-483-3p	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-103a-2-5p	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-6813-5p	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-6800-5p	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-217	0	0	0	0	0	0	0	5.31219786874621	0
hsa-miR-6806-3p	0	0	0	0	0	0	0	0	7.78302988164606
hsa-miR-548ab	0	0	0	0	0	0	0	0	5.18868658776404
hsa-miR-4721	0	0	0	0	0	0	0	0	5.18868658776404
hsa-miR-5196-3p	0	0	0	0	0	0	0	0	5.18868658776404
hsa-miR-548az-5p	0	0	0	0	0	0	0	0	5.18868658776404
hsa-miR-431-5p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-329-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-6748-5p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-548d-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-4724-5p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-376b-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-6782-5p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-3619-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-3186-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-3163	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-4521	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-548ar-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-29b-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-590-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-3117-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-6511b-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-500a-5p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-3918	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-1254	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-3688-3p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-29a-5p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-miR-132-5p	0	0	0	0	0	0	0	0	2.59434329388202
hsa-let-7a-2	0	0	0	0	0	0	0	0	1.72956219592135
hsa-mir-151b	0	0	0	0	0	0	0	0	1.29717164694101
