	sample_DKO1_cell_1_fastq	sample_DKO1_cell_2_fastq	sample_DKO1_cell_3_fastq	sample_DKO1_exo_1_fastq	sample_DKO1_exo_2_fastq	sample_DKO1_exo_3_fastq	sample_DKS8_cell_1_fastq	sample_DKS8_cell_2_fastq	sample_DKS8_cell_3_fastq	sample_DKS8_exo_1_fastq	sample_DKS8_exo_2_fastq	sample_DKS8_exo_3_fastq	sample_DLD1_cell_1_fastq	sample_DLD1_cell_2_fastq	sample_DLD1_cell_3_fastq	sample_DLD1_exo_1_fastq	sample_DLD1_exo_2_fastq	sample_DLD1_exo_3_fastq
hsa-miR-484	372.713766833827	222.966802778257	433.893031315057	124.852728565555	129.451226522148	98.3854124067561	427.662680305164	351.181286354091	576.24207007749	33.4643400274408	13.6407038603192	33.3063442487449	371.748035333151	325.693193861248	564.292650337849	42.9923034005935	26.5888146174667	26.5047836037331
hsa-miR-29b-3p	360.784289946661	293.204595898347	402.669256147621	173.871120843024	34.6206768605744	5.92683207269615	280.751806689593	278.697275495459	224.469093937698	13.0139100106714	7.57816881128844	7.03655160184752	409.751899006552	426.574336475029	462.856129680603	0	8.86293820582224	2.03882950797947
hsa-miR-152-3p	357.488854342471	279.911094100051	329.894776282663	190.883386398146	108.942238599308	55.7122214833438	292.606628042473	279.398187904562	272.295323905761	167.321700137204	97.000560784492	115.399446270299	292.829104441009	293.769267923681	247.149086622502	48.8548902279471	148.897361857814	251.795444235464
hsa-miR-15b-5p	354.127510026198	230.182346541635	349.900671137026	47.865018341529	34.2443651555682	3.16097710543795	344.767841995147	286.068940487751	305.420709463527	4.9576800040653	7.57816881128844	7.03655160184752	313.144242224792	348.243548284054	357.889628190145	0	12.4081134881511	13.2523918018665
hsa-miR-18a-5p	352.677518360355	281.373704322358	260.846090601109	10.9570523914344	3.3868053450562	2.7658549672582	306.180398491521	288.896759517581	278.811793195813	0	3.03126752451538	0.938206880246336	291.341859151542	296.804153782968	316.008927018957	0	0	0
hsa-miR-582-3p	351.754796391182	409.725876942086	338.237315432458	10.092021939479	3.57496119755932	5.92683207269615	390.734911790942	500.161427378634	455.37708015009	37.1826000304897	13.6407038603192	15.4804135240645	352.698638221255	377.593583682733	254.814187860335	3.90839121823577	21.2710516939734	10.1941475398973
hsa-miR-21-3p	351.359344118679	286.931623167122	363.831901561926	164.06744238753	49.296833355818	8.29756490177461	409.258070154817	379.217782718217	386.023228420246	38.4220200315061	31.8283090074114	26.2697926468974	383.329562480915	363.456393857191	335.398607452818	9.77097804558943	21.2710516939734	44.8542491755483
hsa-miR-186-5p	344.834381622384	253.129075807153	393.395268451975	976.331036773598	488.452593098105	30.0292825016605	575.225569095145	581.515605621434	785.312126466671	106.590120087404	97.000560784492	117.275860030792	360.419656319764	372.176888668055	592.633353598785	161.221137752226	164.850650628294	181.455826210173
hsa-miR-140-5p	342.395759275284	244.808448764699	243.715536910026	35.7545920141542	25.4010400879215	20.9414733235264	343.789819233535	296.461779657211	359.724620213964	16.1124600132122	10.6094363358038	14.5422066438182	314.726418064651	334.490521225511	329.599353226826	3.90839121823577	14.1807011293156	5.09707376994867
hsa-miR-149-5p	338.704871398591	214.386156140727	279.029586126633	76.6993667400405	50.0494567658304	38.3268474034351	251.411123841213	212.20727420433	313.799027122166	21.0701400172775	9.09380257354613	10.3202756827097	242.326051632726	231.458067116539	278.313774550008	36.1526187686809	51.405041593769	49.951322945497
hsa-miR-361-3p	322.886780498482	315.988812916941	347.713791942419	67.4723752525168	81.6596399863549	113.400053657586	398.173812189874	365.102856962484	450.955190274697	141.293880115861	68.203519301596	106.955584348082	344.851046055557	276.635608515552	287.794294502065	245.251548944295	175.48617647528	125.388014740737
hsa-miR-625-3p	292.964225212442	193.259564040746	280.406510063978	62.5705360247699	32.362806630537	441.746550484953	330.067863517576	269.005348735102	451.963691474348	245.405160201232	147.016474938996	72.711033219091	265.109383726689	208.715631310234	228.641901396945	34.198423159563	14.1807011293156	8.15531803191788
hsa-miR-374a-5p	287.856300025948	144.700904660175	202.650805366861	43.1073508557746	19.6622865865762	0.197561069089872	267.874506995026	251.095828212846	256.042939188309	11.1547800091469	9.09380257354613	2.81462064073901	214.637974435203	280.554068738935	286.710086103292	0	0	5.09707376994867
hsa-miR-30b-5p	280.243843780271	155.220864110986	295.053200966125	247.110365775243	53.4989807283877	17.3853740799087	339.670268813409	324.651348846314	349.393947668821	66.9286800548815	18.1876051470923	14.073103203695	267.661960748327	307.285394609241	406.712624999983	17.587760482061	5.31776292349335	19.368880325805
hsa-miR-423-3p	280.112026356103	157.116840325087	259.266677849449	115.625737078031	113.269823206879	846.35161998101	307.543702947103	205.343166473803	349.794762248169	73.1257800599631	68.203519301596	75.52565385983	206.442303584736	240.485892141002	268.732398002717	74.2594331464797	46.0872786702757	20.3882950797947
hsa-miR-425-3p	279.584756659433	183.963863516755	271.416006708373	307.374153928132	166.32977361276	80.6049161886677	317.47211583014	292.401321563097	342.502522804539	40.9008600335387	24.250140196123	40.3428958505924	227.896607973217	282.129136083629	326.3215138817	46.9006946188293	79.7664438524002	32.6212721276715
hsa-miR-224-5p	273.257520299389	271.590467057597	250.843143173928	517.576553753281	414.883654769384	212.180588202522	567.579209322537	601.624540944669	599.825482746251	276.39066022664	216.735628002849	220.009513417766	288.715447257377	289.274563549799	235.046295194345	65.4655529054492	104.582670828702	45.8736639295381
hsa-miR-7706	272.92797673897	364.287452702436	220.226834449438	77.8527406759809	73.3807824762176	430.68313061592	302.949959672861	350.311188191066	372.757558794068	83.0411400680937	100.031828309007	86.3150329826629	223.593089688802	181.939486450445	161.320124077818	301.923221608713	294.249548433298	339.465113078582
hsa-miR-339-5p	268.248458181021	159.97705587093	239.017796417908	55.0736054411569	65.2900808185833	126.439084217518	264.718160809822	209.741996075761	304.25705423316	32.2249200264244	16.6719713848346	21.5787582456657	241.250172061623	212.941421747216	346.139834845308	60.5800638826545	35.451752823289	42.8154196675688
hsa-miR-106a-5p	253.847404590713	72.317949880703	157.725287097415	10.6687089074492	8.84332506764673	6.71707634905564	195.159996521795	119.598215093519	185.240983171787	1.85913000152449	0.757816881128844	1.17275860030792	180.557906844651	233.76304371853	227.734192039833	0.488548902279471	1.77258764116445	2.03882950797947
hsa-miR-4326	243.5326911496	267.300143738832	254.325950780153	33.1595006582882	37.6311705006244	161.604954515515	245.57262432492	252.183450916627	253.676840219897	29.7460800243918	56.0784492035345	51.1322749734253	185.93730470017	184.244463052435	166.766380220489	60.5800638826545	47.8598663114401	53.0095672074662
hsa-miR-215-5p	237.996359334562	200.507610253509	166.000329975772	82.7545799037279	20.0385982915825	92.8537024722397	265.933279998492	285.633891406239	210.737962219373	110.928090090961	10.6094363358038	38.7010338101613	205.081632362457	206.910066305341	163.91718140511	14.6564670683841	42.5421033879468	39.2474680286048
hsa-miR-24-2-5p	235.491828275378	161.147144048776	198.277046977648	96.3067236510283	43.0876902232149	14.2243969744708	201.176318358382	145.54808715928	181.452638921816	13.6336200111796	4.54690128677306	2.34551720061584	227.137163570085	414.665290698079	308.116898441846	0.977097804558943	7.09035056465779	4.07765901595894
hsa-miR-548av-3p|hsa-miR-548o-3p	233.877064829325	311.725574972663	175.166323637116	26.0950853006529	13.5472213802248	15.3439096993134	190.08959063899	231.216502127076	233.108587548041	9.29565000762243	7.57816881128844	8.6784136422786	195.989395202737	302.539063622976	164.519799561637	21.0076027980173	20.3847578733912	40.2668827825945
hsa-miR-652-3p	231.800940398686	143.53081648233	249.790201339488	381.766772796292	161.814033152685	30.4244046398402	271.090127286995	228.449106580789	282.147604856197	64.4498400528489	25.7657739583807	30.0226201678827	204.417118509717	210.866942805425	249.014933634343	25.4045429185325	21.2710516939734	43.8348344215586
hsa-miR-197-3p	226.264608583647	174.408143397686	228.00240491915	70.6441535763531	51.3665477333523	71.9122291487133	260.39115101602	184.074100266535	248.091295114138	24.7884000203265	9.09380257354613	7.50565504197068	190.304110018179	173.065326532782	205.797882576297	34.198423159563	51.405041593769	28.5436131117126
hsa-miR-9-5p	224.814616917804	203.465333147506	202.083836686778	8.65030451955344	8.09070165763424	4.34634351997718	71.3660245443407	76.1819280514862	63.3028445319375	3.71826000304897	0	13.1348963234487	249.034477193726	221.815581664879	193.543806255287	0.977097804558943	7.09035056465779	15.291221309846
hsa-let-7c-5p	219.190406819987	191.697279640327	231.865891496288	193.718763990666	196.779662409515	63.0219810396691	221.417437916646	183.129882630364	190.192982652124	304.071040249338	369.562032363833	368.324384403374	234.797004202786	309.457194785339	245.751382306875	120.18302996075	45.2009848496934	104.999719660943
hsa-miR-132-5p	216.246484346912	107.583107462978	156.321364651495	7.20858709962786	8.09070165763424	14.2243969744708	257.96091263868	228.884155662302	382.532262729147	0	3.03126752451538	2.81462064073901	187.013184271274	302.528179011244	219.413522932974	2.93129341367683	0	1.01941475398973
hsa-miR-629-5p	209.062434729779	274.775707097287	276.680715880574	819.760524969681	352.415911738347	404.209947357878	313.826758264129	307.241329121349	324.271924195464	391.656720321159	295.548583640249	285.683995035009	229.478783813075	217.666623781296	226.523912897017	204.213441152819	301.339898997956	374.125214714233
hsa-miR-200b-5p	202.867015793902	229.79231714902	180.134049214987	64.0122534446954	101.792316204189	117.351275039384	222.248263313127	209.11359184691	230.558889643282	28.5066600233755	42.4377453432153	50.6631715333021	167.773926058594	197.53649479058	174.381053160704	134.839497029134	72.6760932877424	128.446259002707
hsa-miR-7-1-3p	198.451132084289	123.574312560195	156.078378074317	10.6687089074492	6.77361069011239	4.34634351997718	160.366095851091	136.122023726513	143.517478411868	3.71826000304897	3.03126752451538	2.81462064073901	144.737445830255	227.001779019358	167.018521708575	0	1.77258764116445	2.03882950797947
hsa-miR-374a-3p	192.848891557166	123.054273370041	232.619149885541	2.88343483985115	0.752623410012488	0.395122138179743	140.953825885749	141.487629065165	95.1094208286218	7.43652000609795	0	1.4073103203695	202.012211233132	193.272288076898	149.267760947277	0	0	0
hsa-miR-34a-5p	187.246651030044	85.416436982691	182.725906038225	8.36196103556832	3.57496119755932	0	157.639486939929	148.883463450874	144.913864688308	0	0	0	139.611196109113	177.521614629963	178.314460374856	0	0	0
hsa-miR-1278	185.533024515866	139.955547050026	176.732237134488	2.30674787188092	3.76311705006244	16.5951298035492	141.724389273687	136.847105529034	126.217803987086	2.47884000203265	1.51563376225769	3.28372408086217	191.000267387717	182.323649217443	128.995585305113	0	1.77258764116445	2.03882950797947
hsa-miR-25-5p	182.830767320431	141.19064012664	244.930469795918	18.4539829750473	39.8890407306619	71.5171070105336	134.374400034901	114.756279945576	127.691767278884	39.6614400325224	36.3752102941845	29.0844132876364	189.924387816613	184.206046775735	239.937840063225	42.0152055960345	30.1339898997956	37.7183458976202
hsa-miR-877-5p	180.458053685414	139.695527454949	199.896957492171	111.300584818254	107.813303484289	86.1366261231841	215.698474515661	153.814019708013	155.774646838395	52.0556400426856	39.4064778186999	57.2306196950265	150.9395751225	141.679228469012	151.48660604244	66.4426507100081	46.0872786702757	50.9707376994867
hsa-miR-450a-5p	179.535331716241	138.07040498572	150.084709170581	4.61349574376183	7.52623410012488	0.790244276359487	145.725391480284	142.986131457041	147.318752164399	1.23942000101632	1.51563376225769	4.69103440123168	119.802354594085	138.221763566026	132.777707626413	0.977097804558943	1.77258764116445	9.17473278590761
hsa-miR-181a-3p	177.360344217476	157.896899110317	179.64807606063	38.3496833700202	34.2443651555682	28.8439160871213	63.4529312912929	60.8101938380518	71.448431144503	64.4498400528489	40.9221115809576	36.5900683296071	157.932792334675	139.355043728672	133.534132090673	29.3129341367683	15.95328877048	55.0483967154457
hsa-miR-331-3p	175.383082854962	94.7771424054517	147.087874718713	7.20858709962786	10.9130394451811	1.18536641453923	154.883240975384	140.085804246959	214.034985372078	2.47884000203265	6.06253504903075	0.938206880246336	142.648973721641	156.431078721751	160.059416637385	0	8.86293820582224	9.17473278590761
hsa-miR-125a-5p	174.196726037454	96.402264874681	201.921845635325	9.80367845549389	28.5996895804745	43.8585573379515	65.231154494225	49.4022401450628	67.6471573919725	0	0	2.34551720061584	165.495592849198	141.295065702013	210.134716171387	24.4274451139736	23.0436393351378	29.5630278657023
hsa-miR-31-5p	171.296742705767	117.073822683277	182.40192393532	4.61349574376183	5.64467557509366	2.37073282907846	391.742571605937	343.737113181547	377.412179715534	0	0	3.28372408086217	188.405499010349	196.460839042984	343.315850178738	1.95419560911789	0	13.2523918018665
hsa-miR-542-3p	168.330850661997	159.392011782008	150.084709170581	1.73006090391069	1.50524682002498	0.790244276359487	146.703414241896	139.07068972343	123.425031434207	3.71826000304897	0	1.87641376049267	135.181103757509	98.2688357981921	100.907023532264	0	0	1.01941475398973
hsa-miR-28-5p	167.34221998074	207.495636871195	123.356185680947	76.9877102240256	63.220366441049	29.239038225301	223.364592323857	210.177045157273	213.026484172427	29.7460800243918	16.6719713848346	21.5787582456657	154.420361970189	189.430660406914	172.868204232185	18.5648582866199	14.1807011293156	21.4077098337844
hsa-miR-320b	154.41532458404	128.319670170344	179.59407904348	1184.01043111388	798.163398179993	1466.79215745775	179.773426307536	156.472652983922	194.660125786476	869.762985713206	834.659512875309	871.867835422251	164.005183208051	168.375339419009	189.732267427045	1108.35460963803	246.389682121858	260.715323332875
hsa-miR-340-3p	152.183216201469	92.6969856448382	112.016812079284	2.30674787188092	8.27885751013737	14.2243969744708	181.171307325396	150.817014924262	207.440939066668	11.1547800091469	10.6094363358038	8.91296536234019	111.575040226821	154.27976722656	107.059275841578	0.977097804558943	3.5451752823289	3.0582442619692
hsa-miR-450b-5p	149.480959006033	134.040101262031	186.370704695902	9.80367845549389	4.51574046007493	10.6682977308531	156.572553018169	160.629788651706	127.924498324957	16.1124600132122	12.1250700980615	20.6405513654194	119.992215694868	105.030100497364	107.059275841578	5.86258682735366	17.7258764116445	31.6018573736818
hsa-miR-151a-5p|hsa-miR-151b	146.712793098514	126.011996264038	100.9204250548	913.520214512174	298.822853083708	14.2243969744708	145.107952868154	148.303398008858	168.45848884939	24.7884000203265	31.0704921262826	68.0199988178593	106.828512707245	148.286828061384	143.897147251032	23.9388962116941	15.95328877048	113.664745069855
hsa-miR-362-5p	139.33101734513	93.3470346325299	134.371577179705	26.5276005266305	31.2338715155182	3.95122138179743	210.097071426425	216.509426232619	242.893635085167	1.23942000101632	4.54690128677306	2.81462064073901	116.827864015151	152.743116158566	145.435210328361	3.90839121823577	3.5451752823289	4.07765901595894
hsa-miR-584-5p	137.485573406784	168.362687812154	127.567953018707	123.411011145629	115.904005141923	55.3170993451641	99.5508623108141	104.170085628777	93.6354575368243	21.0701400172775	30.3126752451538	20.1714479252962	116.448141813585	124.161406293885	98.9403199251886	60.5800638826545	106.355258469867	117.232696708819
